@attribute BlogTimestamp numeric
@attribute BlogShare numeric
@attribute BlogCmt numeric
@attribute BlogView numeric
@attribute BlogTitleLength numeric
@attribute BlogTextLength numeric
@attribute BlogIsPublic numeric
@attribute BlogImg numeric
@attribute BlogAplus numeric
@attribute BlogAminus numeric
@attribute BlogCplus numeric
@attribute BlogCminus numeric
@attribute BlogEplus numeric
@attribute BlogEminus numeric
@attribute BlogOplus numeric
@attribute BlogOminus numeric
@attribute BlogNplus numeric
@attribute BlogNminus numeric
2013-07-09 12:11:08,11,3,272,27,1319,1,2,0,19,2,1,37,0,2,8,9,1
2013-07-11 20:43:53,0,0,6,36,7544,1,9,0,189,16,36,195,0,5,42,39,3
2013-04-30 11:28:36,0,2,95,12,238,1,0,0,15,0,5,15,0,0,7,8,0
2013-04-27 09:18:16,3,0,124,19,1535,1,0,0,155,4,7,171,0,0,26,21,1
2013-04-19 14:11:00,3,1,122,26,1676,1,0,0,2,0,0,2,0,0,0,0,0
2013-04-12 13:52:03,0,0,94,19,1539,1,0,0,180,3,34,194,0,1,39,47,2
2013-04-06 16:28:11,1,2,113,9,5858,1,18,1,408,21,29,570,0,25,25,45,7
2013-04-03 13:35:55,0,3,56,9,2839,1,10,0,50,1,1,52,0,1,5,7,1
2013-01-23 15:33:37,1,1,89,17,2468,1,0,0,74,1,0,84,0,2,0,0,0
2012-11-30 18:39:13,0,0,146,16,1209,1,1,2,88,4,7,90,0,4,26,12,2
2012-11-04 13:34:54,0,26,174,11,83,1,0,0,0,0,0,0,0,0,0,0,0
2012-10-26 13:57:37,16,0,193,22,6622,1,0,1,163,5,11,139,0,10,26,24,4
2012-10-19 16:18:29,2,3,129,33,3086,1,0,0,312,5,49,242,0,1,64,55,5
2012-09-07 10:58:25,38,0,282,17,2538,1,0,0,205,0,25,197,0,0,95,27,0
2012-09-07 10:57:05,3,0,44,37,2636,1,0,0,50,1,4,54,0,1,5,3,0
2012-09-05 16:58:02,1,1,203,26,880,1,0,0,78,0,6,77,0,0,25,9,0
2012-08-24 07:41:15,4,3,179,20,1687,1,0,0,119,18,8,171,0,10,9,19,4
2012-08-18 21:43:41,0,3,91,7,22256,1,0,1,1762,59,232,2718,1,20,204,292,13
2012-08-18 21:42:42,0,0,28,6,23400,1,0,0,1852,63,253,2903,0,28,183,328,15
2012-08-18 21:41:30,0,0,17,6,22962,1,0,1,1721,53,248,2890,3,32,196,337,7
2012-08-18 21:40:25,0,0,26,6,21572,1,0,1,1763,57,246,2862,0,21,267,346,12
2012-08-18 21:38:35,0,0,76,6,20116,1,0,4,1687,66,253,2633,2,26,221,347,18
2012-08-18 21:36:17,0,0,21,6,23871,1,0,3,1825,78,203,3076,3,28,196,275,22
2012-08-18 21:34:53,0,0,22,6,20496,1,0,3,1560,47,180,2530,2,29,178,254,14
2012-08-18 21:33:46,0,0,18,6,17637,1,0,0,1520,64,200,2365,2,30,167,243,13
2012-08-18 21:32:38,0,0,75,6,18711,1,0,0,1449,54,136,2216,0,24,137,191,10
2012-08-18 21:30:48,0,0,26,6,15182,1,0,0,1228,44,133,1808,0,14,112,196,10
2012-08-18 21:28:40,0,0,41,6,3838,1,2,0,221,17,11,262,0,10,21,22,4
2012-07-13 22:49:51,3,2,218,4,296,1,0,0,29,4,1,38,0,1,3,4,0
2012-03-18 01:54:46,6,3,86,20,477,1,1,0,29,0,6,31,0,0,9,7,0
2012-03-17 18:07:47,20,12,161,12,1812,1,5,0,51,0,10,65,0,0,17,12,0
2012-03-03 17:04:35,1,1,59,16,27857,1,0,4,1874,33,432,2079,0,15,414,501,11
2012-03-03 15:23:00,7,0,58,13,134544,1,0,3,4993,80,1683,5510,0,20,1520,2032,9
2012-03-01 12:08:34,21,4,120,38,523,1,0,0,19,3,0,18,0,1,2,3,1
2012-02-28 20:35:43,3,3,47,18,1096,1,0,0,22,7,1,43,0,1,3,3,0
2012-01-27 08:57:34,82,32,387,11,6799,1,7,1,115,10,17,146,1,0,37,27,9
2012-01-22 20:23:20,5,1,101,19,3012,1,0,1,64,14,8,62,1,14,6,10,10
2011-11-28 19:38:53,5,2,97,40,10622,1,0,8,1109,65,152,1349,6,40,152,195,25
2011-11-28 19:37:07,0,0,20,35,10998,1,0,3,956,59,125,943,0,41,133,166,12
2011-11-23 04:59:23,0,0,22,21,113,1,0,0,5,0,1,9,0,0,1,0,0
2011-11-22 20:14:19,5,0,49,10,4884,1,0,1,279,59,20,532,0,12,20,32,9
