@attribute StatusTimestamp numeric
@attribute StatusShare numeric
@attribute StatusCmt numeric
@attribute StatusTextLength numeric
@attribute StatusEmoticon numeric
@attribute StatusAplus numeric
@attribute StatusAminus numeric
@attribute StatusCplus numeric
@attribute StatusCminus numeric
@attribute StatusEplus numeric
@attribute StatusEminus numeric
@attribute StatusOplus numeric
@attribute StatusOminus numeric
@attribute StatusNplus numeric
@attribute StatusNminus numeric
2012-6-7 18:31:22,0,3,58,0,0,1,0,0,1,0,0,0,0,0
2012-10-4 19:20:56,0,0,157,0,0,27,7,0,34,0,3,0,0,1
2013-12-8 19:43:01,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-7 18:48:05,0,0,43,0,0,2,1,0,2,0,1,0,1,1
2013-12-6 9:21:55,0,0,91,0,0,8,3,0,11,0,1,2,0,1
2013-12-5 21:22:14,0,4,18,0,0,0,0,0,1,0,0,0,0,0
2013-11-28 19:13:50,1,19,124,0,0,5,4,1,12,0,1,0,2,0
2013-11-5 21:10:19,0,5,23,0,0,1,0,0,3,0,0,0,0,0
2013-9-1 15:27:29,1,0,12,0,0,0,0,0,1,0,0,0,0,0
2013-9-1 15:06:43,0,0,7,0,0,1,0,0,3,0,0,0,0,0
2013-9-1 8:06:22,1,6,22,0,0,2,0,0,4,0,2,0,0,0
2013-8-31 21:24:54,0,11,123,0,1,8,6,0,11,1,3,0,0,3
2013-8-27 19:33:43,1,0,61,0,0,2,0,0,2,0,0,0,0,0
2013-8-22 20:29:28,0,8,74,0,0,0,0,0,0,0,0,0,0,0
2013-8-13 19:25:13,2,8,86,0,0,6,1,2,6,0,1,3,2,1
2013-8-12 15:22:31,0,39,34,0,0,4,0,0,6,0,0,0,0,0
2013-7-30 9:47:29,0,11,241,0,0,19,4,0,37,0,6,0,1,1
2013-7-18 19:22:10,0,14,41,0,0,4,0,0,6,0,1,0,0,0
2013-7-5 16:19:53,0,7,182,0,0,26,1,1,28,0,4,3,2,1
2013-7-3 23:07:33,0,5,47,0,0,0,0,0,0,0,0,0,0,0
2013-7-1 20:20:51,0,0,11,0,0,0,1,0,0,0,0,1,1,0
2013-6-30 8:09:48,0,2,84,0,0,9,0,1,14,0,2,1,1,0
2013-6-27 21:30:39,0,1,36,0,0,0,0,0,0,0,0,0,0,0
2013-6-26 21:00:57,0,41,52,0,0,2,0,0,4,0,0,0,0,0
2013-6-15 19:23:53,0,2,93,0,0,8,1,0,14,0,2,0,0,0
2013-6-6 14:33:53,1,9,136,0,0,13,6,0,16,1,3,2,2,3
2013-5-26 21:19:37,3,33,103,0,0,6,0,0,7,0,0,0,0,0
2013-5-10 19:59:11,0,23,54,2,0,0,0,0,2,0,1,0,0,0
2013-5-8 14:19:43,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-5-3 16:16:09,1,1,8,0,0,0,1,0,3,0,0,0,0,1
2013-5-3 14:34:50,4,2,101,0,0,4,1,1,11,0,1,0,0,0
2013-4-6 21:50:18,0,9,25,0,0,0,0,0,0,0,1,0,0,0
2013-4-2 20:49:44,0,3,45,0,0,0,2,0,5,0,1,0,0,0
2013-3-29 21:28:27,0,0,23,0,0,1,3,0,7,0,1,0,0,0
2013-3-24 21:53:20,0,7,224,0,0,2,0,0,6,0,0,0,0,0
2013-3-22 19:44:55,0,53,39,0,0,2,0,0,6,0,1,0,0,0
2013-3-15 17:30:24,0,5,102,0,0,7,4,0,14,0,2,0,0,0
2013-3-14 17:36:01,2,1,19,0,0,2,2,0,6,0,0,0,0,0
2013-3-4 21:30:23,0,2,64,0,0,0,0,0,0,0,0,0,0,0
2013-3-4 12:50:19,3,5,200,0,0,19,3,1,20,0,3,2,1,1
2013-3-1 22:29:26,1,2,31,0,0,0,1,0,0,0,1,0,0,0
2013-2-23 16:17:55,0,44,19,0,0,3,0,0,2,0,0,0,0,0
2013-2-17 14:22:18,2,1,62,0,0,5,3,1,9,0,0,2,2,0
2013-2-6 8:59:29,0,0,184,0,1,3,0,0,12,0,0,1,0,0
2013-2-5 15:56:26,0,11,147,0,0,14,2,0,23,0,3,0,1,0
2013-1-21 16:52:08,1,6,233,0,0,15,6,1,41,0,3,1,1,2
2013-1-19 8:47:30,0,11,20,0,0,0,0,0,1,0,0,0,0,0
2013-1-18 20:42:46,0,3,18,0,0,4,2,0,5,0,1,0,0,2
2013-1-10 17:10:25,0,19,36,0,0,2,0,0,3,0,0,0,0,0
2013-1-5 16:46:06,0,15,34,0,0,1,0,0,1,0,0,0,0,0
2012-12-31 8:05:22,0,3,19,0,0,1,0,0,1,0,0,0,1,0
2012-12-30 19:23:11,0,16,50,0,0,4,0,1,1,0,0,0,1,0
2012-12-30 17:53:33,0,46,39,0,0,1,0,0,2,0,0,1,1,0
2012-12-30 17:49:46,0,2,38,0,0,2,0,0,3,0,0,0,0,0
2012-12-29 19:26:35,0,4,37,0,0,3,0,0,4,0,0,1,1,0
2012-12-28 17:37:19,1,7,99,0,0,11,6,0,25,0,4,3,0,4
2012-12-25 21:59:30,0,20,171,0,0,3,0,0,7,0,0,0,0,0
2012-12-24 18:56:39,0,10,70,0,0,1,1,0,1,0,1,0,0,1
2012-12-21 18:33:35,0,16,67,0,0,3,2,0,6,2,0,0,0,0
2012-12-15 20:58:38,0,4,7,0,0,1,0,1,1,0,0,1,1,0
2012-12-12 7:35:02,0,0,25,0,0,3,0,1,1,0,1,1,1,0
2012-12-8 22:01:45,1,0,90,0,0,0,0,0,0,0,0,0,0,0
2012-12-7 20:50:04,0,8,45,2,0,5,1,0,9,0,1,0,0,0
2012-12-5 21:14:58,0,4,42,0,0,3,0,0,5,0,0,0,0,0
2012-12-5 19:58:21,1,0,11,0,0,0,0,0,2,0,0,0,0,0
2012-12-5 19:20:27,0,0,24,0,0,1,0,0,5,0,0,0,0,0
2012-12-2 18:25:13,0,1,49,0,0,4,0,0,6,0,0,0,0,0
2012-11-30 22:18:59,0,3,23,0,0,0,0,0,0,0,0,0,0,0
2012-11-28 16:21:09,0,0,14,0,0,2,2,0,4,0,0,0,0,0
2012-11-25 20:08:59,0,2,40,0,0,2,0,0,1,0,2,0,2,0
2012-11-25 14:19:13,0,10,51,0,0,1,0,0,5,0,0,0,0,0
2012-11-24 20:03:48,0,4,76,0,0,2,0,0,3,0,0,0,0,0
2012-11-24 16:53:38,0,0,12,0,0,0,0,0,2,0,0,0,0,0
2012-11-17 17:20:49,0,8,22,0,0,2,1,0,3,0,1,1,1,1
2012-11-16 16:15:23,0,0,39,0,0,5,0,0,8,0,0,0,0,0
2012-11-14 21:54:56,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-5 22:26:23,1,4,60,0,0,3,1,0,1,0,0,0,0,0
2012-11-5 19:47:46,0,0,20,0,0,0,0,0,0,0,0,0,0,0
2012-11-3 11:37:47,0,12,21,0,0,1,0,0,4,0,0,0,0,0
2012-11-1 22:08:41,0,13,34,0,0,5,1,0,6,0,0,0,0,0
2012-10-29 22:29:25,0,2,77,0,0,6,1,0,11,0,1,0,0,0
2012-10-27 16:36:36,0,11,49,0,0,1,0,0,4,0,0,0,0,0
2012-10-22 8:36:46,1,3,15,0,0,3,0,0,2,0,0,0,0,0
2012-10-22 7:38:59,0,3,14,0,1,1,1,0,2,0,1,0,0,0
2012-10-20 21:16:40,0,5,57,0,0,3,2,0,11,0,1,0,0,1
2012-10-19 18:47:41,0,2,234,0,0,15,4,0,35,0,3,0,1,0
2012-10-18 22:23:43,0,5,240,0,1,17,8,0,33,0,4,0,0,0
2012-10-15 21:38:06,0,4,213,0,0,22,7,0,38,0,4,0,0,0
2012-10-12 21:59:43,0,7,87,0,0,6,2,0,14,0,1,0,0,1
2012-10-10 23:31:40,0,0,133,0,0,10,2,0,19,0,1,0,0,0
2012-10-10 7:39:26,0,0,96,0,0,10,1,0,23,0,3,0,0,0
2012-10-9 21:51:15,0,0,65,0,0,5,2,0,11,0,1,0,0,0
2012-10-8 23:09:52,0,0,36,0,0,1,0,0,1,0,0,0,0,0
2012-10-7 7:17:52,0,0,13,0,0,2,0,0,5,0,0,0,0,0
2012-10-6 21:49:33,0,0,140,0,0,7,6,0,16,0,1,0,0,0
2012-10-5 21:05:07,1,0,115,0,0,14,2,0,23,0,1,0,0,0
2012-10-4 19:20:56,0,0,157,0,0,27,7,0,34,0,3,0,0,1
2012-10-4 7:48:54,0,0,33,0,0,2,0,0,2,0,0,0,0,0
2012-10-3 19:31:13,0,5,223,0,0,13,1,0,22,0,2,0,1,1
2012-10-3 7:17:12,0,0,101,0,0,10,5,0,12,0,2,0,0,1
2012-10-2 7:30:46,0,0,92,0,1,8,7,0,20,0,4,0,2,0
2012-10-1 17:55:46,0,0,34,0,0,3,1,0,10,0,1,0,0,0
2012-10-1 9:45:32,0,0,103,0,0,12,4,0,25,0,1,0,1,0
2012-9-30 9:14:57,2,9,144,0,0,15,4,0,23,0,3,0,0,0
2012-9-29 22:13:52,1,0,51,0,1,3,1,1,2,1,0,1,1,0
2012-9-29 21:23:24,0,10,49,0,0,1,0,0,2,0,3,0,3,0
2012-9-29 16:34:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-9-26 22:01:12,0,11,32,0,1,2,2,0,5,0,1,0,0,1
2012-9-26 20:42:25,0,17,143,0,0,6,3,0,9,0,4,2,1,1
2012-9-26 14:34:48,0,3,16,0,0,2,2,0,5,0,1,0,1,0
2012-9-26 12:40:40,0,5,27,0,0,3,1,0,4,0,0,0,0,0
2012-9-24 19:00:00,0,12,24,0,0,1,0,0,1,0,0,0,0,0
2012-9-23 13:33:21,0,3,40,0,0,1,1,0,1,0,1,0,0,0
2012-9-22 11:00:41,0,5,30,0,0,2,2,0,3,0,1,1,1,1
2012-9-22 9:34:59,0,0,9,0,0,0,0,0,1,0,0,0,0,0
2012-9-21 22:27:31,0,0,33,0,0,4,1,0,6,0,1,0,2,0
2012-9-21 19:54:19,0,1,39,0,0,1,1,0,7,0,1,0,0,0
2012-9-19 17:42:47,0,0,26,0,0,1,1,0,5,0,1,0,0,0
2012-9-18 22:07:10,0,1,23,0,0,1,3,0,2,0,0,0,0,0
