@attribute BlogTimestamp numeric
@attribute BlogShare numeric
@attribute BlogCmt numeric
@attribute BlogView numeric
@attribute BlogTitleLength numeric
@attribute BlogTextLength numeric
@attribute BlogIsPublic numeric
@attribute BlogImg numeric
@attribute BlogAplus numeric
@attribute BlogAminus numeric
@attribute BlogCplus numeric
@attribute BlogCminus numeric
@attribute BlogEplus numeric
@attribute BlogEminus numeric
@attribute BlogOplus numeric
@attribute BlogOminus numeric
@attribute BlogNplus numeric
@attribute BlogNminus numeric
2010-08-31 11:31:45,1,11,38,25,300,1,1,1,2,1,0,6,0,0,1,1,0
2013-11-17 07:23:18,0,2,27,11,543,1,1,0,5,2,0,4,1,0,0,0,0
2013-11-01 07:05:43,0,0,31,40,460,1,1,0,0,0,0,0,0,0,0,0,0
2013-09-28 19:03:21,12,8,290,22,8836,1,0,16,302,110,9,621,18,19,94,107,3
2013-09-26 18:56:22,3,12,195,22,6525,1,0,18,258,126,6,467,16,8,68,52,12
2013-09-23 19:01:58,3,4,220,22,9346,1,0,30,461,237,8,795,29,17,88,86,7
2013-09-21 19:05:16,5,14,267,22,6863,1,0,13,331,159,16,530,13,22,69,70,8
2013-09-14 20:32:06,10,11,253,13,3129,1,0,2,81,53,1,114,3,3,33,39,1
2013-09-09 19:43:29,73,22,1204,18,3855,1,0,11,187,110,3,373,9,6,66,38,4
2013-07-26 20:15:41,0,14,186,11,1305,1,0,0,53,15,0,113,5,0,5,5,1
2013-07-01 22:49:13,9,48,234,5,4526,1,0,12,266,115,6,396,10,12,32,68,6
2013-06-28 22:09:46,6,1,181,21,1564,1,0,0,53,28,3,91,0,6,15,18,0
2013-04-08 18:50:26,52,17,575,21,6858,1,0,39,270,132,3,424,42,18,150,145,4
2013-04-06 23:17:09,2,0,75,12,2482,1,0,22,126,73,5,210,22,5,33,39,1
2013-04-02 12:36:55,371,8,3334,20,1399,1,0,21,107,46,1,159,25,15,29,59,7
2013-03-25 09:56:39,2,7,30,15,763,1,0,10,28,20,3,53,2,1,13,7,1
2013-03-21 18:34:45,4,0,34,19,4249,1,0,43,90,65,1,120,44,8,56,61,6
2011-08-22 19:49:33,12,3,78,25,11577,1,0,0,1,1,1,0,0,1,0,1,0
2011-08-20 11:36:46,0,30,116,15,3734,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-31 19:03:27,0,3,40,4,917,1,0,10,43,35,0,68,1,1,13,5,2
2010-08-31 11:31:45,1,11,38,25,300,1,1,1,2,1,0,6,0,0,1,1,0
2010-08-02 12:22:10,0,1,18,47,13471,1,0,0,46,17,5,61,4,10,12,14,4
2010-07-07 12:13:07,0,0,10,24,2602,1,0,14,134,82,3,130,30,7,41,39,4
2010-03-19 19:20:13,4,0,18,14,6737,1,0,56,224,164,11,274,83,20,123,161,13
2010-02-19 13:18:37,0,6,131,69,10365,1,0,1,0,0,1,1,0,1,0,0,1
2010-02-14 12:25:38,0,0,17,5,2015,1,0,4,56,33,1,102,1,11,5,11,4
2009-11-21 16:53:23,0,7,49,8,6711,1,0,16,211,118,1,310,19,11,74,65,7
2009-09-11 13:14:26,0,4,14,27,926,1,0,1,15,18,2,36,1,0,3,9,0
2009-07-21 16:47:28,0,4,20,23,4070,1,0,19,148,104,9,341,11,25,25,44,10
2009-06-14 11:40:33,0,0,16,10,6653,1,0,1,164,26,0,259,1,23,2,4,1
2009-05-16 11:20:01,0,4,24,6,156,1,0,0,0,0,0,1,0,0,0,0,0
2009-05-10 10:37:40,0,0,4,16,451,1,0,0,9,1,0,25,0,0,0,0,0
