@attribute BlogTimestamp numeric
@attribute BlogShare numeric
@attribute BlogCmt numeric
@attribute BlogView numeric
@attribute BlogTitleLength numeric
@attribute BlogTextLength numeric
@attribute BlogIsPublic numeric
@attribute BlogImg numeric
@attribute BlogAplus numeric
@attribute BlogAminus numeric
@attribute BlogCplus numeric
@attribute BlogCminus numeric
@attribute BlogEplus numeric
@attribute BlogEminus numeric
@attribute BlogOplus numeric
@attribute BlogOminus numeric
@attribute BlogNplus numeric
@attribute BlogNminus numeric
2011-01-18 00:35:49,13,3,66,33,18280,1,0,0,281,195,4,482,3,112,2,59,2
2011-01-18 00:35:49,13,3,66,33,18280,1,0,0,281,195,4,482,3,112,2,59,2
2013-04-15 14:23:37,0,8,122,4,1406,0,0,0,19,15,0,45,0,2,0,3,1
2013-03-04 01:33:26,0,7,93,8,264,0,0,0,12,10,0,41,0,4,0,0,0
2012-10-20 22:53:01,0,0,83,21,1510,1,0,1,103,35,3,177,0,13,5,10,2
2012-06-18 18:32:17,1,21,240,11,5064,1,1,2,251,103,2,413,0,54,5,37,9
2012-04-23 20:56:35,20,38,564,16,13283,1,0,1,810,272,4,1901,0,99,6,37,9
2012-01-30 20:02:34,0,34,131,13,1264,1,0,0,94,51,3,154,1,31,2,6,2
2012-01-13 03:40:58,0,8,72,11,1005,1,1,0,30,26,0,99,0,17,0,3,0
2011-11-28 20:07:49,0,6,14,10,8,0,0,0,2,1,0,3,0,1,0,0,1
2011-10-05 18:19:30,22,21,110,8,1287,1,1,0,91,49,1,149,0,24,3,9,1
2011-09-12 20:16:45,0,28,131,9,1082,0,1,0,58,34,0,136,0,15,0,7,4
2011-08-27 19:49:50,0,21,75,19,2651,1,1,1,26,10,1,52,0,16,0,13,1
2011-07-14 11:58:28,0,10,108,16,2656,1,7,0,133,41,2,160,0,17,1,6,2
2011-07-13 03:01:28,0,32,140,16,1136,1,0,0,92,33,1,124,0,17,2,8,1
2011-07-04 22:26:45,0,10,44,48,2166,1,1,0,0,0,0,0,0,0,0,0,0
2011-05-20 21:52:23,0,71,168,3,305,1,1,0,7,4,0,19,0,9,0,0,1
2011-05-04 20:33:52,0,28,115,7,1213,0,0,1,92,40,1,117,0,25,0,4,6
2011-03-03 18:32:13,1,42,200,19,296,1,0,0,16,10,0,32,0,4,0,3,0
2011-02-06 01:11:00,1,2,72,12,432,1,0,0,9,4,0,6,0,5,0,0,0
2011-01-18 00:35:49,13,3,66,33,18280,1,0,0,281,195,4,482,3,112,2,59,2
2010-07-15 23:29:00,0,20,99,20,7194,0,0,0,80,19,1,231,0,33,0,1,0
2009-06-10 22:54:21,0,3,32,23,1609,1,1,0,0,0,0,0,0,0,0,0,0
2009-05-24 00:10:42,1,2,43,21,9079,1,0,1,135,28,3,249,0,19,7,26,7
