@attribute StatusTimestamp numeric
@attribute StatusShare numeric
@attribute StatusCmt numeric
@attribute StatusTextLength numeric
@attribute StatusEmoticon numeric
@attribute StatusAplus numeric
@attribute StatusAminus numeric
@attribute StatusCplus numeric
@attribute StatusCminus numeric
@attribute StatusEplus numeric
@attribute StatusEminus numeric
@attribute StatusOplus numeric
@attribute StatusOminus numeric
@attribute StatusNplus numeric
@attribute StatusNminus numeric
2013-4-7 15:43:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-8 19:39:04,0,0,12,0,0,1,0,0,1,0,0,0,0,0
2013-12-8 14:51:40,0,0,16,4,0,0,0,0,0,0,0,0,0,0
2013-12-5 22:16:42,0,2,11,0,0,1,1,0,1,0,1,0,0,0
2013-11-23 12:47:34,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-22 13:10:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-21 12:26:33,0,3,22,0,0,3,0,1,3,0,2,0,1,0
2013-11-21 12:15:07,4,0,15,0,0,0,0,0,0,0,0,0,0,0
2013-11-21 12:10:52,2,1,9,0,0,0,0,0,0,0,0,0,0,0
2013-11-19 14:52:05,1,27,25,0,0,0,0,0,2,0,0,0,0,0
2013-11-19 0:11:42,0,6,17,0,0,2,0,0,3,0,0,0,0,0
2013-11-18 14:42:34,2,2,7,0,0,0,0,0,2,0,0,0,0,0
2013-11-17 22:29:06,0,3,21,0,0,0,0,0,1,0,1,0,0,0
2013-11-17 21:43:27,0,3,23,0,0,2,1,0,1,0,2,0,0,0
2013-11-14 21:59:22,0,5,7,0,0,1,0,0,0,0,0,0,0,0
2013-11-14 16:42:16,1,0,3,0,0,0,0,0,0,0,0,0,0,0
2013-11-11 15:06:02,0,0,4,0,0,0,1,0,0,0,0,0,0,0
2013-11-11 11:38:11,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2013-11-11 11:16:42,1,0,18,0,0,0,0,0,0,0,0,0,0,0
2013-11-9 21:52:56,0,3,9,0,0,0,0,0,2,0,0,0,0,0
2013-11-7 18:15:11,0,18,30,0,0,1,1,0,1,0,0,0,0,0
2013-11-6 17:44:21,0,0,20,0,0,1,0,0,1,0,0,0,0,0
2013-11-6 13:00:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-5 22:37:26,0,1,9,0,0,0,1,0,1,0,1,0,0,0
2013-11-4 9:31:52,0,2,8,0,0,0,0,0,0,0,0,0,0,0
2013-11-4 8:38:36,0,0,6,0,0,2,0,0,0,0,1,0,0,0
2013-11-2 13:33:30,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2013-10-31 23:00:45,0,14,34,0,0,3,0,0,4,0,0,1,0,0
2013-10-28 19:41:22,0,2,42,0,0,1,0,1,2,0,0,0,0,0
2013-10-26 20:56:28,0,0,62,0,0,13,1,2,20,0,1,0,0,0
2013-10-21 20:39:23,0,5,23,0,0,0,1,0,3,0,2,0,0,0
2013-10-18 19:50:51,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2013-10-17 17:15:35,0,3,25,0,0,3,0,0,4,0,0,0,0,0
2013-10-6 23:41:05,0,23,37,0,0,2,2,0,3,0,2,0,0,0
2013-10-6 11:01:18,0,2,5,0,0,0,0,0,0,0,0,0,0,0
2013-9-30 17:34:38,0,0,40,3,0,1,0,0,1,0,0,0,0,0
2013-9-29 22:52:03,1,0,18,0,0,2,0,0,2,0,0,0,0,0
2013-9-23 19:34:43,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2013-9-22 19:42:42,0,2,8,0,0,0,0,0,0,0,0,0,0,0
2013-9-22 16:35:34,3,4,13,0,0,0,0,0,0,0,0,0,0,0
2013-9-21 9:40:28,0,4,17,0,0,2,1,0,2,0,1,0,0,0
2013-9-19 23:55:30,1,6,135,0,0,2,1,0,3,0,1,0,0,1
2013-9-17 18:07:52,0,19,21,0,0,3,1,0,4,0,0,0,0,0
2013-9-15 21:50:28,0,12,11,0,0,3,0,0,4,0,0,1,1,0
2013-9-11 16:42:14,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2013-9-10 13:02:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-9-6 22:34:37,0,2,4,0,0,0,0,0,0,0,0,0,0,0
2013-8-31 20:05:00,1,10,21,0,0,1,0,0,1,0,0,0,0,0
2013-8-24 1:01:35,1,4,21,0,0,2,0,0,2,0,0,0,0,0
2013-8-23 0:13:34,1,1,8,0,0,0,1,0,0,0,0,0,0,0
2013-8-18 17:02:42,2,22,0,0,0,0,0,0,0,0,0,0,0,0
2013-8-18 16:57:59,1,7,7,0,0,0,0,0,1,0,1,0,0,0
2013-8-17 22:31:20,0,17,127,6,0,8,4,0,19,0,3,0,0,3
2013-8-13 20:07:30,0,6,30,1,0,1,0,1,1,0,2,0,1,0
2013-8-4 21:57:48,0,1,8,0,0,3,0,0,1,0,0,0,0,0
2013-7-29 10:34:15,1,32,18,0,0,2,0,0,5,0,0,0,0,0
2013-7-24 10:13:59,0,26,10,0,0,1,0,0,2,0,0,0,0,0
2013-7-18 0:43:21,1,16,10,0,0,0,1,0,1,0,0,0,0,1
2013-7-16 1:11:27,0,11,3,0,0,1,1,0,0,0,1,0,0,0
2013-7-13 11:04:43,2,0,5,0,0,0,0,0,0,0,0,0,0,0
2013-7-8 10:33:44,0,0,14,0,0,1,0,0,1,0,0,0,0,0
