StatusNum,AvgStatusShare,MaxStatusShare,AvgStatusCmt,MaxStatusCmt,StatusTimeDiff,MinStatusTimeDiff,StatusTextLength,AvgStatusEmoticon,BlogNum,AvgBlogShare,MaxBlogShare,AvgBlogCmt,MaxBlogCmt,AvgBlogView,MaxBlogView,BlogTimeDiff,MinBlogTimeDiff,BlogTitleLength,BlogTextLength,PublicRatio,AvgImg,MaxImg,ShareNum,PhotoRatio,BlogRatio,VideoRatio,OtherRatio,AvgShareCmt,MaxShareCmt,ShareTimeDiff,MinShareTimeDiff,HanziRatio,StarNum,BasicInfo,Education,WorkNum,LikeNum,AppCount,VisitorCount,PageCount,ZhanCount,MusicCount,MovieCount,FriendCount,FriendDensity,Agreeableness,Openness,Conscientiousness,Neuroticism,Extraversion
289,0.692041522,8,3.664359862,29,235703.6563,6,25.10726644,0.034602076,4,2.25,6,8.5,20,53.5,76,1.90E+07,9261269,19.75,2510,1,41,84,262,0.374045802,0.423664122,0.15648855,0.045801527,1.595419847,35,258912.9234,18,1,0,3,3,0,3,0,2096,43,0,0,0,748,0,0.694,0.75,0.444,0.531,0.375
1554,0.310810811,6,2.956241956,71,43828.81584,6,44.67889318,0.119047619,53,6.169811321,146,6.641509434,66,113.0943396,2229,1166384.577,59,20.03773585,4114.716981,0.981132075,5.622641509,262,555,0.484684685,0.338738739,0.05045045,0.126126126,1.805405405,27,121966.0993,7,1,1,3,2,0,0,0,10657,137,0,0,0,646,0,0.333,0.525,0.444,0.656,0.438
0,0,0,0,0,0,0,0,0,8,5.375,18,9.875,43,101.375,350,7035660.143,-341760,15.125,9549.75,1,8.125,56,508,0.38976378,0.460629921,0.070866142,0.078740157,0.726377953,24,127912.8836,5,1,1,3,4,0,0,0,1603,87,0,0,0,599,0,0.778,0.525,0.5,0.594,0.594
504,0.390873016,4,4.575396825,37,129171.0417,0,36.76984127,1.517857143,12,0.333333333,3,5.916666667,33,94.5,471,2668937.818,1376,13.5,3704.166667,0.833333333,10.08333333,48,402,0.400497512,0.452736318,0.089552239,0.05721393,1.945273632,36,158606.99,14,1,0,3,7,0,0,0,2653,17,0,0,0,450,0,0.75,0.775,0.306,0.562,0.719
502,0.64940239,6,4.585657371,45,141680.9281,12,19.7689243,0.571713147,3,0.666666667,2,3.666666667,7,182,470,8003880.5,1981289,10,1248,1,0,0,498,0.43373494,0.453815261,0.074297189,0.03815261,1.686746988,24,140911.7082,5,1,1,3,3,0,0,26,2759,64,19,0,0,1236,0,0.667,0.5,0.694,0.5,0.688
122,0.254098361,5,3.81147541,34,561668.4711,8,31.77868852,0.204918033,1,21,21,49,49,396,396,0,2147483647,41,2766,1,0,0,163,0.404907975,0.404907975,0.104294479,0.085889571,1.82208589,37,413311.7469,74,1,1,3,2,0,0,0,728,36,0,0,0,280,0,0.917,0.725,0.389,0.562,0.625
54,0.240740741,2,5.462962963,27,1207766.755,263,13.83333333,0.703703704,1,0,0,54,54,159,159,0,2147483647,25,22106,1,0,0,25,0.6,0.16,0.16,0.08,2.56,11,2586719.708,89376,1,1,3,3,0,0,0,657,11,0,0,0,312,0,0.75,0.45,0.361,0.812,0.5
150,0.54,3,1.106666667,34,459223.0604,4,10.48666667,0.206666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0.589285714,0.285714286,0.095238095,0.029761905,0.994047619,16,373208.5868,10,1,0,3,3,0,0,48,374,54,19,0,0,334,0,0.528,0.575,0.667,0.5,0.406
98,0.530612245,4,3.132653061,31,590752.701,89,57.44897959,1.346938776,14,7.571428571,62,11.42857143,33,114.8571429,272,2783772.615,1132,16.57142857,3663.285714,1,28,110,73,0.369863014,0.561643836,0.068493151,0,0.726027397,4,768065.2361,8,0.5,0,3,2,0,0,6,4339,10,2,0,0,207,0,0.444,0.2,0.444,0.375,0.375
833,0.533013205,7,2.254501801,61,48233.88221,12,13.63865546,0.615846339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,0.696053736,0.207388749,0.040302267,0.056255248,1.531486146,32,33850.21008,6,1,0,3,1,0,0,0,8110,259,0,0,0,683,0,0.639,0.65,0.417,0.719,0.594
4,0,0,0,0,19530.33333,206,10.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2147483647,1,0,3,2,0,0,0,27,4,0,0,0,12,0,0.861,0.7,0.528,0.406,0.719
770,0.403896104,5,5.15974026,122,51424.37451,0,21.15584416,0.435064935,2,0.5,1,19.5,37,154.5,300,2.90E+07,29033338,5,790,1,6,12,684,0.657894737,0.195906433,0.061403509,0.084795322,2.861111111,36,58052.95754,8,1,0,3,3,0,0,28,3523,154,3,0,0,577,0,0.889,0.45,0.361,0.406,0.562
133,0.406015038,3,1.233082707,18,257257.4394,15,23.20300752,0.639097744,2,4.5,9,2.5,4,54,68,7693980,7693980,11,6519,1,72,144,272,0.691176471,0.1875,0.040441176,0.080882353,1.389705882,10,126130.8303,24,1,0,3,2,0,0,19,1475,28,21,0,0,244,0,0.722,0.525,0.667,0.438,0.5
20,0.05,1,0.85,7,273119.7368,3029,18.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.529411765,0.382352941,0.029411765,0.058823529,1.588235294,14,251078.0606,29,1,0,3,2,0,0,0,257,16,0,0,0,221,0,0.75,0.65,0.417,0.625,0.594
2,1,1,1,1,1644146,1644146,55.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,2,726649.2,87743,1,1,3,2,0,0,0,45,8,0,0,0,76,0,0.556,0.575,0.222,0.688,0.312
6,0.166666667,1,0,0,623516.6,177518,12.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.612903226,0.322580645,0,0.064516129,0.064516129,1,262862.9667,45,1,1,3,3,0,1,0,59,17,0,0,0,99,0,0.5,0.55,0.556,0.562,0.375
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694,0.475,0.444,0.5,0.531
324,0.055555556,1,1.709876543,20,129933.3003,98,46.81790123,1.089506173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0.751633987,0.104575163,0.071895425,0.071895425,1.535947712,17,238288.1842,33,1,0,0,0,0,0,18,860,13,1,0,0,136,0,0.5,0.575,0.722,0.812,0.438
